current_id,name,reaction_string,subsystem,lower_bound,upper_bound,suggested_new_id
rxn12192,"Ribosome biogenesis, tRNA modification, protein translation",4.2 cpd00002[c0] + 19930.0 cpd00038[c0] + 319.0 cpd01326[c0] + 1197.0 cpd11770[c0] + 1015.0 cpd12003[c0] + 730.0 cpd12036[c0] + 289.0 cpd12060[c0] + 843.0 cpd12100[c0] + 213.0 cpd12105[c0] + 578.0 cpd12132[c0] + 755.0 cpd12133[c0] + 501.0 cpd12164[c0] + 228.0 cpd12194[c0] + 529.0 cpd12226[c0] + 582.0 cpd12227[c0] + 210.0 cpd12228[c0] + 513.0 cpd12229[c0] + 93.0 cpd12255[c0] + 546.0 cpd12256[c0] + 30.0 cpd12285[c0] + 263.0 cpd12313[c0] + 393.0 cpd12335[c0] + 138.0 cpd12336[c0] --> 9964.0 cpd00001[c0] + 4.2 cpd00008[c0] + 19934.2 cpd00009[c0] + 19930.0 cpd00031[c0] + 228.0 cpd11751[c0] + 1197.0 cpd11906[c0] + 730.0 cpd11907[c0] + 263.0 cpd11908[c0] + 529.0 cpd11909[c0] + 93.0 cpd11910[c0] + 289.0 cpd11911[c0] + 582.0 cpd11912[c0] + 843.0 cpd11913[c0] + 210.0 cpd11914[c0] + 546.0 cpd11915[c0] + 1015.0 cpd11916[c0] + 319.0 cpd11917[c0] + 243.0 cpd11918[c0] + 393.0 cpd11919[c0] + 501.0 cpd11920[c0] + 578.0 cpd11921[c0] + 513.0 cpd11922[c0] + 138.0 cpd11923[c0] + 755.0 cpd11924[c0] + cpdProFM[c0],,0.0,1000.0,
rxnProtDF,Protein N-formylmethionine cleavage,cpdProFM[c0] --> cpd02012[c0] + cpd11463[c0],,0.0,1000.0,
rxn00455,N-Formyl-L-methionine amidohydrolase,cpd00001[c0] + cpd02012[c0] <=> cpd00047[c0] + cpd00060[c0],,-1000.0,1000.0,
rxn00790,Amidophosphoribosyltransferase,cpd00001[c0] + cpd00053[c0] + cpd00103[c0] --> cpd00012[c0] + cpd00023[c0] + cpd01982[c0],,0.0,1000.0,
rxn02895,Phosphoribosylamine--glycine ligase,cpd00002[c0] + cpd00033[c0] + cpd01982[c0] --> cpd00008[c0] + cpd00009[c0] + cpd00067[c0] + cpd02394[c0],,0.0,1000.0,
rxn03004,Phosphoribosylglycinamide formyltransferase,cpd00201[c0] + cpd02394[c0] <=> cpd00067[c0] + cpd00087[c0] + cpd02678[c0],,-1000.0,1000.0,
rxn03084,Phosphoribosylformylglycineamide synthase,cpd00001[c0] + cpd00002[c0] + cpd00053[c0] + cpd02678[c0] --> cpd00008[c0] + cpd00009[c0] + cpd00023[c0] + 2.0 cpd00067[c0] + cpd02826[c0],,0.0,1000.0,
rxn02937,2 Formamido N1 5 phosphoribosylacetamidine cyclo ligase c0,cpd00002[c0] + cpd02826[c0] <=> cpd00008[c0] + cpd00009[c0] + cpd02140[c0],,-1000.0,1000.0,
rxn05229,NCAIR synthetase and NCAIR mutase,cpd00002[c0] + cpd00242[c0] + cpd02140[c0] --> cpd00008[c0] + cpd00009[c0] + cpd00067[c0] + cpd02893[c0],,0.0,1000.0,
rxn03147,Phosphoribosylaminoimidazolesuccinocarboxamide synthase,cpd00002[c0] + cpd00041[c0] + cpd02893[c0] --> cpd00008[c0] + cpd00009[c0] + 2.0 cpd00067[c0] + cpd02921[c0],,0.0,1000.0,
rxn03136,1-(5'-Phosphoribosyl)-5-amino-4-(N-succinocarboxamide)-imidazole AMP-lyase,cpd02921[c0] <=> cpd00106[c0] + cpd02851[c0],,-1000.0,1000.0,
rxn03137,Phosphoribosylaminoimidazolecarboxamide formyltransferase,cpd00201[c0] + cpd02851[c0] <=> cpd00087[c0] + cpd02884[c0],,-1000.0,1000.0,
rxn00832,IMP cyclohydrolase,cpd00001[c0] + cpd00114[c0] <=> cpd02884[c0],,-1000.0,1000.0,
rxn00834,IMP dehydrogenase,cpd00001[c0] + cpd00003[c0] + cpd00114[c0] <=> cpd00004[c0] + cpd00067[c0] + cpd00497[c0],,-1000.0,1000.0,
rxn00917,GMP synthase,cpd00001[c0] + cpd00002[c0] + cpd00053[c0] + cpd00497[c0] --> cpd00012[c0] + cpd00018[c0] + cpd00023[c0] + 2.0 cpd00067[c0] + cpd00126[c0],,0.0,1000.0,
rxn09562,Guanylate kinase: GMP,cpd00002[c0] + cpd00126[c0] <=> cpd00008[c0] + cpd00031[c0],,-1000.0,1000.0,
rxn00237,Nucleoside disphosphate kinase: GDP,cpd00002[c0] + cpd00031[c0] <=> cpd00008[c0] + cpd00038[c0],,-1000.0,1000.0,
rxn05233,Ribonucleotide reductase: GDP,cpd00031[c0] + cpd00067[c0] + cpd11421[c0] --> cpd00001[c0] + cpd00295[c0] + cpd11420[c0],,0.0,1000.0,
rxn01353,Nucleoside disphosphate kinase: dGDP,cpd00002[c0] + cpd00295[c0] <=> cpd00008[c0] + cpd00241[c0],,-1000.0,1000.0,
rxn00838,Adenylosuccinate synthetase,cpd00038[c0] + cpd00041[c0] + cpd00114[c0] --> cpd00009[c0] + cpd00031[c0] + 2.0 cpd00067[c0] + cpd02375[c0],,0.0,1000.0,
rxn00800,Adenylosuccinate lyase,cpd02375[c0] <=> cpd00018[c0] + cpd00106[c0],,-1000.0,1000.0,
rxn00097,Adenylate kinase: AMP,cpd00002[c0] + cpd00018[c0] <=> 2.0 cpd00008[c0],,-1000.0,1000.0,
rxn05231,Ribonucleotide reductase: ADP,cpd00008[c0] + cpd00067[c0] + cpd11421[c0] --> cpd00001[c0] + cpd00177[c0] + cpd11420[c0],,0.0,1000.0,
rxn00839,Nucleoside disphosphate kinase: dADP,cpd00002[c0] + cpd00177[c0] <=> cpd00008[c0] + cpd00115[c0],,-1000.0,1000.0,
rxn00414,Carbamoyl phosphate synthase,cpd00001[c0] + 2.0 cpd00002[c0] + cpd00053[c0] + cpd00242[c0] --> 2.0 cpd00008[c0] + cpd00009[c0] + cpd00023[c0] + 2.0 cpd00067[c0] + cpd00146[c0],,0.0,1000.0,
rxn01018,Aspartate carbamoyltransferase,cpd00041[c0] + cpd00146[c0] --> cpd00009[c0] + cpd00067[c0] + cpd00343[c0],,0.0,1000.0,
rxn01465,Dihydroorotase,cpd00001[c0] + cpd00282[c0] <=> cpd00067[c0] + cpd00343[c0],,-1000.0,1000.0,
rxn01360,Dihydroorotate dehydrogenase,cpd00007[c0] + cpd00282[c0] --> cpd00025[c0] + cpd00247[c0],,0.0,1000.0,
rxn01362,Orotate phosphoribosyltransferase,cpd00103[c0] + cpd00247[c0] --> cpd00012[c0] + cpd00810[c0],,0.0,1000.0,
rxn00710,Orotidine 51-phosphate decarboxylase,cpd00067[c0] + cpd00810[c0] --> cpd00011[c0] + cpd00091[c0],,0.0,1000.0,
rxn00119,Uridylate kinase: UMP,cpd00002[c0] + cpd00091[c0] <=> cpd00008[c0] + cpd00014[c0],,-1000.0,1000.0,
rxn00117,Nucleoside diphosphate kinase: UDP,cpd00002[c0] + cpd00014[c0] <=> cpd00008[c0] + cpd00062[c0],,-1000.0,1000.0,
rxn00412,CTP synthetase,cpd00001[c0] + cpd00002[c0] + cpd00053[c0] + cpd00062[c0] --> cpd00008[c0] + cpd00009[c0] + cpd00023[c0] + cpd00052[c0] + 2.0 cpd00067[c0],,0.0,1000.0,
rxn00409,Nucleoside diphosphate kinase: CDP,cpd00002[c0] + cpd00096[c0] <=> cpd00008[c0] + cpd00052[c0],,-1000.0,1000.0,
rxn06076,Ribonucleotide reductase: CDP,cpd00067[c0] + cpd00096[c0] + cpd11421[c0] --> cpd00001[c0] + cpd00533[c0] + cpd11420[c0],,0.0,1000.0,
rxn01673,Nucleoside diphosphate kinase: dCDP,cpd00002[c0] + cpd00533[c0] <=> cpd00008[c0] + cpd00356[c0],,-1000.0,1000.0,
rxn01672,dCTP aminohydrolase,cpd00001[c0] + cpd00067[c0] + cpd00356[c0] --> cpd00013[c0] + cpd00358[c0],,0.0,1000.0,
rxn01678,Nucleoside diphosphate kinase: dUDP,cpd00002[c0] + cpd00978[c0] <=> cpd00008[c0] + cpd00358[c0],,-1000.0,1000.0,
rxn01517,Uridylate kinase: dUMP,cpd00002[c0] + cpd00299[c0] <=> cpd00008[c0] + cpd00978[c0],,-1000.0,1000.0,
rxn01520,Thymidylate synthase,cpd00125[c0] + cpd00299[c0] --> cpd00298[c0] + cpd00330[c0],,0.0,1000.0,
rxn01513,Thymidylate kinase: dTMP,cpd00002[c0] + cpd00298[c0] <=> cpd00008[c0] + cpd00297[c0],,-1000.0,1000.0,
rxn01512,Nucleoside diphosphate kinase: dTDP,cpd00002[c0] + cpd00297[c0] <=> cpd00008[c0] + cpd00357[c0],,-1000.0,1000.0,
rxn00364,Cytidylate kinase - CMP,cpd00002[c0] + cpd00046[c0] <=> cpd00008[c0] + cpd00096[c0],,-1000.0,1000.0,
rxn05294,DNA synthesis and partitioning,100.0 cpd00001[c0] + 100.0 cpd00002[c0] + 18.95 cpd00115[c0] + 31.05 cpd00241[c0] + 31.05 cpd00356[c0] + 18.95 cpd00357[c0] --> 100.0 cpd00008[c0] + 100.0 cpd00009[c0] + 100.0 cpd00012[c0] + 100.0 cpd00067[c0] + cpd11461[c0],,0.0,1000.0,
rxn13784,RNA transcription c0,100.0 cpd00001[c0] + 121.91 cpd00002[c0] + 28.09 cpd00038[c0] + 28.09 cpd00052[c0] + 21.91 cpd00062[c0] --> 100.0 cpd00008[c0] + 100.0 cpd00009[c0] + 100.0 cpd00012[c0] + 100.0 cpd00067[c0] + cpd11613[c0],,0.0,1000.0,
rxn00792,Biotin:CoA ligase,cpd00012[c0] + cpd03517[c0] <=> cpd00002[c0] + cpd00067[c0] + cpd00104[c0],,-1000.0,1000.0,
rxn06864,Biotinyl-5'-AMP:apo-[carboxylase] ligase (AMP-forming),cpd03517[c0] + cpd12847[c0] --> cpd00018[c0] + 2.0 cpd00067[c0] + cpd12848[c0],,0.0,1000.0,
rxn06672,acetyl-CoA carboxylase / biotin carboxylase reaction 1,cpd00002[c0] + cpd00242[c0] + cpd12848[c0] <=> cpd00008[c0] + cpd00009[c0] + cpd00067[c0] + cpd12543[c0],,-1000.0,1000.0,
rxn06673,acetyl-CoA carboxylase / biotin carboxylase reaction 2,cpd00022[c0] + cpd12543[c0] --> cpd00070[c0] + cpd12848[c0],,0.0,1000.0,
rxn05465,malonyl-ACP:[acyl-carrier-protein] transferase,cpd00070[c0] + cpd11493[c0] <=> cpd00010[c0] + cpd11492[c0],,-1000.0,1000.0,
rxn08766,Acetoacetyl-ACP synthase,cpd00022[c0] + cpd00067[c0] + cpd11492[c0] <=> cpd00010[c0] + cpd00011[c0] + cpd11488[c0],,-1000.0,1000.0,
rxn05339,Acetoacetyl-ACP dehydrogenase,cpd00006[c0] + cpd11478[c0] <=> cpd00005[c0] + cpd00067[c0] + cpd11488[c0],,-1000.0,1000.0,
rxn05329,(R)-3-hydroxy-butanoyl-ACP dehydratase,cpd11478[c0] <=> cpd00001[c0] + cpd11465[c0],,-1000.0,1000.0,
rxn05322,But-2-enoyl-ACP reductase,cpd00004[c0] + cpd00067[c0] + cpd11465[c0] --> cpd00003[c0] + cpd11464[c0],,0.0,1000.0,
rxn05346,3-oxohexanoyl-ACP synthase,cpd00067[c0] + cpd11464[c0] + cpd11492[c0] --> cpd00011[c0] + cpd11486[c0] + cpd11493[c0],,0.0,1000.0,
rxn05337,3-oxohexanoyl-ACP dehydrogenase,cpd00006[c0] + cpd11479[c0] <=> cpd00005[c0] + cpd00067[c0] + cpd11486[c0],,-1000.0,1000.0,
rxn05330,(R)-3-hydroxy-hexanoyl-ACP dehydratase,cpd11479[c0] <=> cpd00001[c0] + cpd11473[c0],,-1000.0,1000.0,
rxn05326,trans-Hex-2-enoyl-ACP reductase,cpd00004[c0] + cpd00067[c0] + cpd11473[c0] --> cpd00003[c0] + cpd11472[c0],,0.0,1000.0,
rxn05350,3-oxooctanoyl-ACP synthase,cpd00067[c0] + cpd11472[c0] + cpd11492[c0] --> cpd00011[c0] + cpd11490[c0] + cpd11493[c0],,0.0,1000.0,
rxn05341,3-oxooctanoyl-ACP dehydrogenase,cpd00006[c0] + cpd11483[c0] <=> cpd00005[c0] + cpd00067[c0] + cpd11490[c0],,-1000.0,1000.0,
rxn05334,(R)-3-hydroxy-octanoyl-ACP dehydratase,cpd11483[c0] <=> cpd00001[c0] + cpd11471[c0],,-1000.0,1000.0,
rxn05325,trans-Oct-2-enoyl-ACP reductase,cpd00004[c0] + cpd00067[c0] + cpd11471[c0] --> cpd00003[c0] + cpd11470[c0],,0.0,1000.0,
rxn05343,3-oxodecanoyl-ACP synthase,cpd00067[c0] + cpd11470[c0] + cpd11492[c0] --> cpd00011[c0] + cpd11487[c0] + cpd11493[c0],,0.0,1000.0,
rxn05338,3-oxydecanoyl-ACP dehydrogenase,cpd00006[c0] + cpd11482[c0] <=> cpd00005[c0] + cpd00067[c0] + cpd11487[c0],,-1000.0,1000.0,
rxn05333,(R)-3-hydroxy-decanoyl-ACP dehydratase,cpd11482[c0] <=> cpd00001[c0] + cpd11475[c0],,-1000.0,1000.0,
rxn05327,trans-Dec-2-enoyl-ACP reductase,cpd00004[c0] + cpd00067[c0] + cpd11475[c0] --> cpd00003[c0] + cpd11474[c0],,0.0,1000.0,
rxn05348,3-oxo-dodecanoyl-ACP synthase,cpd00067[c0] + cpd11474[c0] + cpd11492[c0] --> cpd00011[c0] + cpd11489[c0] + cpd11493[c0],,0.0,1000.0,
rxn05340,3-oxo-dodecanoyl-ACP dehydrogenase,cpd00006[c0] + cpd11480[c0] <=> cpd00005[c0] + cpd00067[c0] + cpd11489[c0],,-1000.0,1000.0,
rxn05331,(R)-3-hydroxy-dodecanoyl-ACP dehydratase,cpd11480[c0] <=> cpd00001[c0] + cpd11469[c0],,-1000.0,1000.0,
rxn05324,trans-Dodec-2-enoyl-ACP reductase,cpd00004[c0] + cpd00067[c0] + cpd11469[c0] --> cpd00003[c0] + cpd11468[c0],,0.0,1000.0,
rxn05345,3-oxo-tetradecanoyl-ACP synthase,cpd00067[c0] + cpd11468[c0] + cpd11492[c0] <=> cpd00011[c0] + cpd11491[c0] + cpd11493[c0],,-1000.0,1000.0,
rxn05342,3-oxo-tetradecanoyl-ACP dehydrogenase,cpd00006[c0] + cpd11484[c0] <=> cpd00005[c0] + cpd00067[c0] + cpd11491[c0],,-1000.0,1000.0,
rxn05335,(R)-3-hydroxy-tetradecanoyl-ACP dehydratase,cpd11484[c0] <=> cpd00001[c0] + cpd11467[c0],,-1000.0,1000.0,
rxn05323,trans-Tetradec-2-enoyl-ACP reductase,cpd00004[c0] + cpd00067[c0] + cpd11467[c0] --> cpd00003[c0] + cpd11466[c0],,0.0,1000.0,
rxn05344,3-oxohexadecanoyl-ACP synthase,cpd00067[c0] + cpd11466[c0] + cpd11492[c0] --> cpd00011[c0] + cpd11485[c0] + cpd11493[c0],,0.0,1000.0,
rxn05336,3-oxohexadecanoyl-ACP dehydrogenase,cpd00006[c0] + cpd11481[c0] <=> cpd00005[c0] + cpd00067[c0] + cpd11485[c0],,-1000.0,1000.0,
rxn05332,(R)-3-hydroxy-hexadecanoyl-ACP dehydratase,cpd11481[c0] <=> cpd00001[c0] + cpd11477[c0],,-1000.0,1000.0,
rxn05328,trans-Hexadec-2-enoyl-ACP reductase,cpd00004[c0] + cpd00067[c0] + cpd11477[c0] --> cpd00003[c0] + cpd11476[c0],,0.0,1000.0,
rxn05460,3-oxooctadecanoyl-ACP synthase,cpd00067[c0] + cpd11476[c0] + cpd11492[c0] --> cpd00011[c0] + cpd11493[c0] + cpd11570[c0],,0.0,1000.0,
rxn05461,3-oxooctadecanoyl-ACP dehydrogenase,cpd00005[c0] + cpd00067[c0] + cpd11570[c0] <=> cpd00006[c0] + cpd11571[c0],,-1000.0,1000.0,
rxn05462,(R)-3-hydroxy-octadecanoyl-ACP dehydratase,cpd11571[c0] <=> cpd00001[c0] + cpd11572[c0],,-1000.0,1000.0,
rxn05464,trans-Octadec-2-enoyl-ACP reductase,cpd00004[c0] + cpd00067[c0] + cpd11572[c0] --> cpd00003[c0] + cpd15268[c0],,0.0,1000.0,
rxn07455,trans-Dec-2-enoyl-ACP isomerase,cpd11475[c0] <=> cpd12489[c0],,-1000.0,1000.0,
rxnUS1,beta-keto-cis-delta-5-dodecanoyl-ACP synthase,cpd00067[c0] + cpd11492[c0] + cpd12489[c0] --> cpd00011[c0] + cpd11493[c0] + cpdUS1[c0],,0.0,1000.0,
rxnUS2,3-oxo-cis-delta-5-dodecenoyl-ACP dehydrogenase,cpd00006[c0] + cpdUS2[c0] <=> cpd00005[c0] + cpd00067[c0] + cpdUS1[c0],,-1000.0,1000.0,
rxnUS3,3-hydroxy-cis-delta-5-dodecenoyl-ACP dehydratase,cpdUS2[c0] <=> cpd00001[c0] + cpdUS3[c0],,-1000.0,1000.0,
rxnUS4,cis-delta-5-dodecenoyl-ACP reductase,cpd00004[c0] + cpd00067[c0] + cpdUS3[c0] --> cpd00003[c0] + cpdUS4[c0],,0.0,1000.0,
rxnUS5,3-oxo-cis-delta-7-tetradecenoyl-ACP synthase,cpd00067[c0] + cpd11492[c0] + cpdUS4[c0] <=> cpd00011[c0] + cpd11493[c0] + cpdUS5[c0],,-1000.0,1000.0,
rxnUS6,3-oxo-cis-delta-7-tetradecenoyl-ACP dehydrogenase,cpd00006[c0] + cpdUS6[c0] <=> cpd00005[c0] + cpd00067[c0] + cpdUS5[c0],,-1000.0,1000.0,
rxnUS7,3-oxo-cis-delta-7-tetradecenoyl-ACP dehydratase,cpdUS6[c0] <=> cpd00001[c0] + cpdUS7[c0],,-1000.0,1000.0,
rxnUS8,cis-delta-7-tetradecenoyl-ACP reductase,cpd00004[c0] + cpd00067[c0] + cpdUS7[c0] --> cpd00003[c0] + cpdUS8[c0],,0.0,1000.0,
rxnUS9,3-oxo-cis-delta-9-hexadecenoyl-ACP synthase,cpd00067[c0] + cpd11492[c0] + cpdUS8[c0] --> cpd00011[c0] + cpd11493[c0] + cpdUS9[c0],,0.0,1000.0,
rxnUS10,3-oxo-cis-delta-9-hexadecenoyl-ACP dehydrogenase,cpd00006[c0] + cpdUS10[c0] <=> cpd00005[c0] + cpd00067[c0] + cpdUS9[c0],,-1000.0,1000.0,
rxnUS11,3-hydroxy-cis-delta-9-hexadecenoyl-ACP dehydratase,cpdUS10[c0] <=> cpd00001[c0] + cpdUS11[c0],,-1000.0,1000.0,
rxnUS12,palmitoleoyl-ACP reductase,cpd00004[c0] + cpd00067[c0] + cpdUS11[c0] --> cpd00003[c0] + cpdUS12[c0],,0.0,1000.0,
rxnUS13,3-oxo-cis-vaccenoyl-ACP synthase,cpd00067[c0] + cpd11492[c0] + cpdUS12[c0] --> cpd00011[c0] + cpd11493[c0] + cpdUS13[c0],,0.0,1000.0,
rxnUS14,3-oxo-cis-vaccenoyl-ACP dehydrogenase,cpd00005[c0] + cpd00067[c0] + cpdUS13[c0] <=> cpd00006[c0] + cpdUS14[c0],,-1000.0,1000.0,
rxnUS15,3-hydroxy-cis-vaccenoyl-ACP dehydratase,cpdUS14[c0] <=> cpd00001[c0] + cpdUS15[c0],,-1000.0,1000.0,
rxnUS16,cis-vaccen-2-enoyl-ACP reductase,cpd00004[c0] + cpd00067[c0] + cpdUS15[c0] --> cpd00003[c0] + cpdUS16[c0],,0.0,1000.0,
rxnVLCFA1,malonyl-ACP:[acyl-carrier-protein] transferase,cpd00070[c0] + cpd11493[c0] <=> cpd00010[c0] + cpd11492a[c0],,-1000.0,1000.0,
rxnVLCFA2,Acetoacetyl-ACP synthase VLCFA,cpd00022[c0] + cpd00067[c0] + cpd11492a[c0] <=> cpd00010[c0] + cpd00011[c0] + cpd11488a[c0],,-1000.0,1000.0,
rxnVLCFA3,Acetoacetyl-ACP dehydrogenase VLCFA,cpd00006[c0] + cpd11478a[c0] <=> cpd00005[c0] + cpd00067[c0] + cpd11488a[c0],,-1000.0,1000.0,
rxnVLCFA4,(R)-3-hydroxy-butanoyl-ACP dehydratase VLCFA,cpd11478a[c0] <=> cpd00001[c0] + cpd11465a[c0],,-1000.0,1000.0,
rxnVLCFA5,But-2-enoyl-ACP reductase VLCFA,cpd00004[c0] + cpd00067[c0] + cpd11465a[c0] --> cpd00003[c0] + cpd11464a[c0],,0.0,1000.0,
rxnVLCFA6,3-oxohexanoyl-ACP synthase VLCFA,cpd00067[c0] + cpd11464a[c0] + cpd11492[c0] --> cpd00011[c0] + cpd11486a[c0] + cpd11493[c0],,0.0,1000.0,
rxnVLCFA7,3-oxohexanoyl-ACP dehydrogenase VLCFA,cpd00006[c0] + cpd11479a[c0] <=> cpd00005[c0] + cpd00067[c0] + cpd11486a[c0],,-1000.0,1000.0,
rxnVLCFA8,(R)-3-hydroxy-hexanoyl-ACP dehydratase VLCFA,cpd11479a[c0] <=> cpd00001[c0] + cpd11473a[c0],,-1000.0,1000.0,
rxnVLCFA9,trans-Hex-2-enoyl-ACP reductase VLCFA,cpd00004[c0] + cpd00067[c0] + cpd11473a[c0] --> cpd00003[c0] + cpd11472a[c0],,0.0,1000.0,
rxnVLCFA10,3-oxooctanoyl-ACP synthase VLCFA,cpd00067[c0] + cpd11472a[c0] + cpd11492[c0] --> cpd00011[c0] + cpd11490a[c0] + cpd11493[c0],,0.0,1000.0,
rxnVLCFA11,3-oxooctanoyl-ACP dehydrogenase VLCFA,cpd00006[c0] + cpd11483a[c0] <=> cpd00005[c0] + cpd00067[c0] + cpd11490a[c0],,-1000.0,1000.0,
rxnVLCFA12,(R)-3-hydroxy-octanoyl-ACP dehydratase VLCFA,cpd11483a[c0] <=> cpd00001[c0] + cpd11471a[c0],,-1000.0,1000.0,
rxnVLCFA13,trans-Oct-2-enoyl-ACP reductase VLCFA,cpd00004[c0] + cpd00067[c0] + cpd11471a[c0] --> cpd00003[c0] + cpd11470a[c0],,0.0,1000.0,
rxnVLCFA14,3-oxodecanoyl-ACP synthase VLCFA,cpd00067[c0] + cpd11470a[c0] + cpd11492[c0] --> cpd00011[c0] + cpd11487a[c0] + cpd11493[c0],,0.0,1000.0,
rxnVLCFA15,3-oxydecanoyl-ACP dehydrogenase VLCFA,cpd00006[c0] + cpd11482a[c0] <=> cpd00005[c0] + cpd00067[c0] + cpd11487a[c0],,-1000.0,1000.0,
rxnVLCFA16,(R)-3-hydroxy-decanoyl-ACP dehydratase VLCFA,cpd11482a[c0] <=> cpd00001[c0] + cpd11475a[c0],,-1000.0,1000.0,
rxnVLCFA17,trans-Dec-2-enoyl-ACP reductase VLCFA,cpd00004[c0] + cpd00067[c0] + cpd11475a[c0] --> cpd00003[c0] + cpd11474a[c0],,0.0,1000.0,
rxnVLCFA18,3-oxo-dodecanoyl-ACP synthase VLCFA,cpd00067[c0] + cpd11474a[c0] + cpd11492[c0] --> cpd00011[c0] + cpd11489a[c0] + cpd11493[c0],,0.0,1000.0,
rxnVLCFA19,3-oxo-dodecanoyl-ACP dehydrogenase VLCFA,cpd00006[c0] + cpd11480a[c0] <=> cpd00005[c0] + cpd00067[c0] + cpd11489a[c0],,-1000.0,1000.0,
rxnVLCFA20,(R)-3-hydroxy-dodecanoyl-ACP dehydratase VLCFA,cpd11480a[c0] <=> cpd00001[c0] + cpd11469a[c0],,-1000.0,1000.0,
rxnVLCFA21,trans-Dodec-2-enoyl-ACP reductase VLCFA,cpd00004[c0] + cpd00067[c0] + cpd11469a[c0] --> cpd00003[c0] + cpd11468a[c0],,0.0,1000.0,
rxnVLCFA22,3-oxo-tetradecanoyl-ACP synthase VLCFA,cpd00067[c0] + cpd11468a[c0] + cpd11492[c0] <=> cpd00011[c0] + cpd11491a[c0] + cpd11493[c0],,-1000.0,1000.0,
rxnVLCFA23,3-oxo-tetradecanoyl-ACP dehydrogenase VLCFA,cpd00006[c0] + cpd11484a[c0] <=> cpd00005[c0] + cpd00067[c0] + cpd11491a[c0],,-1000.0,1000.0,
rxnVLCFA24,(R)-3-hydroxy-tetradecanoyl-ACP dehydratase VLCFA,cpd11484a[c0] <=> cpd00001[c0] + cpd11467a[c0],,-1000.0,1000.0,
rxnVLCFA25,trans-Tetradec-2-enoyl-ACP reductase VLCFA,cpd00004[c0] + cpd00067[c0] + cpd11467a[c0] --> cpd00003[c0] + cpd11466a[c0],,0.0,1000.0,
rxnVLCFA26,3-oxohexadecanoyl-ACP synthase VLCFA,cpd00067[c0] + cpd11466a[c0] + cpd11492[c0] --> cpd00011[c0] + cpd11485a[c0] + cpd11493[c0],,0.0,1000.0,
rxnVLCFA27,3-oxohexadecanoyl-ACP dehydrogenase VLCFA,cpd00006[c0] + cpd11481a[c0] <=> cpd00005[c0] + cpd00067[c0] + cpd11485a[c0],,-1000.0,1000.0,
rxnVLCFA28,(R)-3-hydroxy-hexadecanoyl-ACP dehydratase VLCFA,cpd11481a[c0] <=> cpd00001[c0] + cpd11477a[c0],,-1000.0,1000.0,
rxnVLCFA29,trans-Hexadec-2-enoyl-ACP reductase VLCFA,cpd00004[c0] + cpd00067[c0] + cpd11477a[c0] --> cpd00003[c0] + cpd11476a[c0],,0.0,1000.0,
rxnVLCFA30,3-oxooctadecanoyl-ACP synthase VLCFA,cpd00067[c0] + cpd11476a[c0] + cpd11492[c0] --> cpd00011[c0] + cpd11493[c0] + cpd11570a[c0],,0.0,1000.0,
rxnVLCFA31,3-oxooctadecanoyl-ACP dehydrogenase VLCFA,cpd00005[c0] + cpd00067[c0] + cpd11570a[c0] <=> cpd00006[c0] + cpd11571a[c0],,-1000.0,1000.0,
rxnVLCFA32,(R)-3-hydroxy-octadecanoyl-ACP dehydratase VLCFA,cpd11571a[c0] <=> cpd00001[c0] + cpd11572a[c0],,-1000.0,1000.0,
rxnVLCFA33,trans-Octadec-2-enoyl-ACP reductase VLCFA,cpd00004[c0] + cpd00067[c0] + cpd11572a[c0] --> cpd00003[c0] + cpd15268a[c0],,0.0,1000.0,
rxnVLCFA34,3-oxo-C20-ACP synthase VLCFA,cpd00067[c0] + cpd11492[c0] + cpd15268a[c0] --> cpd00011[c0] + cpd11493[c0] + cpdVLCFA1[c0],,0.0,1000.0,
rxnVLCFA35,3-oxo-C20-ACP dehydrogenase VLCFA,cpd00006[c0] + cpdVLCFA2[c0] <=> cpd00005[c0] + cpd00067[c0] + cpdVLCFA1[c0],,-1000.0,1000.0,
rxnVLCFA36,(R)-3-hydroxy-C20-ACP dehydratase VLCFA,cpdVLCFA2[c0] <=> cpd00001[c0] + cpdVLCFA3[c0],,-1000.0,1000.0,
rxnVLCFA37,trans-C20-2-enoyl-ACP reductase VLCFA,cpd00004[c0] + cpd00067[c0] + cpdVLCFA3[c0] --> cpd00003[c0] + cpdVLCFA4[c0],,0.0,1000.0,
rxnVLCFA38,3-oxo-C22-ACP synthase VLCFA,cpd00067[c0] + cpd11492[c0] + cpdVLCFA4[c0] --> cpd00011[c0] + cpd11493[c0] + cpdVLCFA5[c0],,0.0,1000.0,
rxnVLCFA39,3-oxo-C22-ACP dehydrogenase VLCFA,cpd00006[c0] + cpdVLCFA6[c0] <=> cpd00005[c0] + cpd00067[c0] + cpdVLCFA5[c0],,-1000.0,1000.0,
rxnVLCFA40,(R)-3-hydroxy-C22-ACP dehydratase VLCFA,cpdVLCFA6[c0] <=> cpd00001[c0] + cpdVLCFA7[c0],,-1000.0,1000.0,
rxnVLCFA41,trans-C22-2-enoyl-ACP reductase VLCFA,cpd00004[c0] + cpd00067[c0] + cpdVLCFA7[c0] --> cpd00003[c0] + cpdVLCFA8[c0],,0.0,1000.0,
rxnVLCFA42,3-oxo-C24-ACP synthase VLCFA,cpd00067[c0] + cpd11492[c0] + cpdVLCFA8[c0] --> cpd00011[c0] + cpd11493[c0] + cpdVLCFA9[c0],,0.0,1000.0,
