condition	reaction_id	flux	reduced_cost
rhizosphere_max_n2	rxn02159	0.014089160198585264	0.0
rhizosphere_max_n2	rxn00863	0.014089160198585266	0.0
rhizosphere_max_n2	rxn01332	0.06690774955066246	0.0
rhizosphere_max_n2	rxn02212	0.06690774955066248	0.0
rhizosphere_max_n2	rxn02213	0.06690774955066248	0.0
rhizosphere_max_n2	rxn01740	-0.06690774955066246	-0.0
rhizosphere_max_n2	rxn01739	0.06690774955066246	0.0
rhizosphere_max_n2	rxn02476	0.06690774955066246	0.0
rhizosphere_max_n2	rxn01255	0.06690774955066248	0.0
rhizosphere_max_n2	rxn00726	0.012589155273356032	0.0
rhizosphere_max_n2	rxn00791	0.012589155273356035	0.0
rhizosphere_max_n2	rxn02508	0.012589155273356033	0.0
rhizosphere_max_n2	rxn02507	0.012589155273356033	0.0
rhizosphere_max_n2	rxn01964	0.012589155273356033	0.0
rhizosphere_max_n2	rxn01256	0.05431200873010216	0.0
rhizosphere_max_n2	rxn01000	0.03585172480020959	0.0
rhizosphere_max_n2	rxn00493	-0.03585172480020958	-0.0
rhizosphere_max_n2	rxn01269	0.01846028392989257	0.0
rhizosphere_max_n2	rxn00527	-0.018460283929892574	-0.0
rhizosphere_max_n2	rxn05036	0.0	-0.0
rhizosphere_max_n2	rxn00525	0.0	0.0
rhizosphere_max_n2	rxn00278	-1.3164349635293842	-0.0
rhizosphere_max_n2	rxn00849	0.0035622765255520408	0.0
rhizosphere_max_n2	rxn00283	0.010686829576656124	0.0
rhizosphere_max_n2	rxn00737	0.04794657651632169	0.0
rhizosphere_max_n2	rxn02302	0.0	0.0
rhizosphere_max_n2	rxn03194	0.047946576516321684	0.0
rhizosphere_max_n2	rxn03436	0.047946576516321684	0.0
rhizosphere_max_n2	rxn03435	-0.04794657651632168	-0.0
rhizosphere_max_n2	rxn03437	0.047946576516321684	0.0
rhizosphere_max_n2	rxn01575	-0.04794657651632169	-0.0
rhizosphere_max_n2	rxn02185	-0.15506178301882054	-0.0
rhizosphere_max_n2	rxn00011b	0.2030083595351422	0.0
rhizosphere_max_n2	rxn02187	0.15506178301882056	0.0
rhizosphere_max_n2	rxn03068	-0.15506178301882054	-0.0
rhizosphere_max_n2	rxn00898	0.15506178301882054	0.0
rhizosphere_max_n2	rxn00903	-0.06549662095205654	-0.0
rhizosphere_max_n2	rxn00902	0.08956186929316212	0.0
rhizosphere_max_n2	rxn02789	0.08956186929316214	0.0
