condition	reaction_id	flux	reduced_cost
nodule_max_n2	rxnPG35	8.898608373300483e-16	0.0
nodule_max_n2	rxnPG36	8.89860837330048e-16	0.0
nodule_max_n2	rxnPG37	0.0	0.0
nodule_max_n2	rxnPG38	0.0	0.0
nodule_max_n2	rxnPG39	0.0	0.0
nodule_max_n2	rxnPG40	0.0	0.0
nodule_max_n2	rxnPG	0.0	0.0
nodule_max_n2	rxnCL1	0.0	0.0
nodule_max_n2	rxnCL2	0.0	0.0
nodule_max_n2	rxnCL3	0.0	0.0
nodule_max_n2	rxnCL4	0.0	0.0
nodule_max_n2	rxnCL5	0.0	0.0
nodule_max_n2	rxnCL6	0.0	0.0
nodule_max_n2	rxnCL7	0.0	0.0
nodule_max_n2	rxnCL8	0.0	0.0
nodule_max_n2	rxnCL9	0.0	0.0
nodule_max_n2	rxnCL10	0.0	0.0
nodule_max_n2	rxnCL11	0.0	0.0
nodule_max_n2	rxn00615	1.0216542334443718e-15	0.0
nodule_max_n2	rxnCL	0.0	0.0
nodule_max_n2	rxnPE1	0.0	0.0
nodule_max_n2	rxnPE2	0.0	-0.0
nodule_max_n2	rxnPE3	0.0	0.0
nodule_max_n2	rxnPE4	0.0	-0.0
nodule_max_n2	rxnPE5	0.0	0.0
nodule_max_n2	rxnPE6	0.0	0.0
nodule_max_n2	rxnPE7	0.0	0.0
nodule_max_n2	rxnPE8	0.0	0.0
nodule_max_n2	rxnPE9	0.0	0.0
nodule_max_n2	rxnPE10	0.0	0.0
nodule_max_n2	rxnPE11	0.0	0.0
nodule_max_n2	rxnPE	0.0	0.0
nodule_max_n2	rxnMMPE1	0.0	-0.0
nodule_max_n2	rxnDMPE1	0.0	-0.0
nodule_max_n2	rxnPC1	0.0	-0.0
nodule_max_n2	rxnMMPE2	0.0	-0.0
nodule_max_n2	rxnDMPE2	0.0	-0.0
nodule_max_n2	rxnPC3	0.0	-0.0
nodule_max_n2	rxnMMPE3	0.0	0.0
nodule_max_n2	rxnPC5	1.072736945116591e-17	0.0
nodule_max_n2	rxnMMPE4	0.0	0.0
nodule_max_n2	rxnPC6	1.072736945116591e-17	0.0
nodule_max_n2	rxnMMPE5	0.0	0.0
nodule_max_n2	rxnPC7	2.9627972769886796e-17	0.0
nodule_max_n2	rxnMMPE6	0.0	0.0
nodule_max_n2	rxnDMPE3	0.0	0.0
nodule_max_n2	rxnPC8	0.0	0.0
nodule_max_n2	rxnMMPE7	0.0	0.0
nodule_max_n2	rxnPC10	4.076400391443045e-16	0.0
nodule_max_n2	rxnMMPE8	0.0	0.0
nodule_max_n2	rxnPC11	4.4952786271552376e-17	0.0
nodule_max_n2	rxnMMPE	0.0	0.0
nodule_max_n2	rxnPC	1.0216542334443721e-17	0.0
nodule_max_n2	rxn04027	0.0	0.0
nodule_max_n2	rxnSL1	0.0	-0.0
nodule_max_n2	rxnSL2	0.0	0.0
nodule_max_n2	rxnSL3	0.0	-0.0
nodule_max_n2	rxnSL4	0.0	0.0
nodule_max_n2	rxnSL5	0.0	-0.0
nodule_max_n2	rxnSL6	0.0	0.0
nodule_max_n2	rxnSL7	0.0	-0.0
nodule_max_n2	rxnSL8	0.0	0.0
nodule_max_n2	rxnSL9	0.0	-0.0
nodule_max_n2	rxnSL10	0.0	0.0
nodule_max_n2	rxnSL11	0.0	0.0
nodule_max_n2	rxnSL12	0.0	0.0
nodule_max_n2	rxnSL13	0.0	0.0
nodule_max_n2	rxnSL14	0.0	0.0
nodule_max_n2	rxnSL15	0.0	-0.0
nodule_max_n2	rxnSL16	0.0	0.0
nodule_max_n2	rxnSL17	0.0	0.0
nodule_max_n2	rxnSL18	0.0	-0.0
nodule_max_n2	rxnSL19	0.0	0.0
nodule_max_n2	rxnSL20	0.0	0.0
nodule_max_n2	rxnSL21	0.0	0.0
nodule_max_n2	rxnSL22	0.0	0.0
nodule_max_n2	rxnSL23	0.0	-0.0
nodule_max_n2	rxnSL24	0.0	0.0
nodule_max_n2	rxnSL	0.0	0.0
nodule_max_n2	rxnOL1	0.0	0.0
nodule_max_n2	rxnOL2	0.0	0.0
nodule_max_n2	rxnOL3	0.0	0.0
